"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","fc_direction","Significance","chromosome_name","start_position","end_position"
"ENSG00000111057",59.214499916932,-0.713198832773418,0.144324737118535,-4.94162571858807,7.74738347430087e-07,3.04508819328736e-05,"KRT18",3875,"DOWN","Less Significant, Downregulated","2",233833416,233854566
"ENSG00000140057",281.417625543738,0.224386492810696,0.0454047637278745,4.94191521743219,7.73588570863927e-07,3.04508819328736e-05,"AK7",122481,"UP","Less Significant, Upregulated","X",115003975,115019977
"ENSG00000110492",185.127815139861,0.820585978960301,0.166178548274923,4.93797778039761,7.89368339126683e-07,3.09577958510627e-05,"MDK",4192,"UP","Less Significant, Upregulated","20",44247099,44280917
"ENSG00000134571",1389.30463130303,0.735886315479125,0.14903987462941,4.93751297972385,7.91251417881227e-07,3.09636699431111e-05,"MYBPC3",4607,"UP","Less Significant, Upregulated","6",26501221,26510422
"ENSG00000104133",8945.29576659396,0.356558568605133,0.0722126785685858,4.93761726711857,7.90828535094513e-07,3.09636699431111e-05,"SPG11",80208,"UP","Less Significant, Upregulated","X",119871832,119876662
"ENSG00000119715",929.76960680453,-0.732816571330258,0.148486489763056,-4.93524072459142,8.00519614377722e-07,3.12920840070976e-05,"ESRRB",2103,"DOWN","Less Significant, Downregulated","20",833715,857463
"ENSG00000114127",6283.41539090371,0.650416131781721,0.131799565125962,4.93488829921489,8.01966440217566e-07,3.1314379208845e-05,"XRN1",54464,"UP","Less Significant, Upregulated","14",64914485,65061803
"ENSG00000106290",1101.68375281052,-0.409470951124375,0.0829793119749065,-4.93461492243033,8.03090479023406e-07,3.13240356272361e-05,"TAF6",6878,"DOWN","Less Significant, Downregulated","20",35201745,35278131
"ENSG00000138772",5546.38485461454,1.11113578281732,0.225386916574784,4.92990365059029,8.22701816577962e-07,3.19147562461427e-05,"ANXA3",306,"UP","Less Significant, Upregulated","19",35370929,35372962
"ENSG00000198929",2075.2170704387,-0.892778539655689,0.181214599180166,-4.92663694699385,8.36569856312203e-07,3.24175356033865e-05,"NOS1AP",9722,"DOWN","Less Significant, Downregulated","19",49591182,49626439
"ENSG00000146122",761.064456244313,2.04303945101775,0.414780582007428,4.92559087778407,8.41058096375461e-07,3.25561469851598e-05,"DAAM2",23500,"UP","Less Significant, Upregulated","X",154487306,154490690
"ENSG00000149115",413.074961422811,-0.345181960829304,0.0700992250108449,-4.92419082772886,8.47101420053965e-07,3.26485863383906e-05,"TNKS1BP1",85456,"DOWN","Less Significant, Downregulated","3",193241128,193277738
"ENSG00000090932",305.627554595807,-1.06549819875527,0.216475050194746,-4.92203696359799,8.56480315326367e-07,3.29744921400651e-05,"DLL3",10683,"DOWN","Less Significant, Downregulated","7",142908101,142933746
"ENSG00000092964",3482.58374897648,-0.509713424198647,0.10357002730781,-4.92143757656626,8.5910805205269e-07,3.30400564948746e-05,"DPYSL2",1808,"DOWN","Less Significant, Downregulated","16",692498,705808
"ENSG00000196684",27751.8980944544,0.667772761919091,0.135692787448919,4.92121043773585,8.60105864850924e-07,3.3042862730531e-05,"HSH2D",84941,"UP","Less Significant, Upregulated","2",218264123,218270257
"ENSG00000122986",4319.77288723827,-0.488082762325716,0.099223557779809,-4.91902097895784,8.6978148107166e-07,3.33428677636569e-05,"HVCN1",84329,"DOWN","Less Significant, Downregulated","22",42692121,42721298
"ENSG00000079819",932.583959822942,-0.366982364656464,0.0746225059592422,-4.9178509879701,8.74994766786016e-07,3.35067663748454e-05,"EPB41L2",2037,"DOWN","Less Significant, Downregulated","22",36226209,36239954
"ENSG00000165637",2372.90776378898,-0.389287805513728,0.0791762793225584,-4.91672264527356,8.80050968400992e-07,3.36643051381485e-05,"VDAC2",7417,"DOWN","Less Significant, Downregulated","22",30240453,30246759
"ENSG00000197980",829.355551192643,-0.243064343899821,0.0494438167904789,-4.9159704828173,8.83437089462106e-07,3.37576901949755e-05,"LEKR1",389170,"DOWN","Less Significant, Downregulated","7",111726110,112206411
"ENSG00000224051",3361.80167680493,-0.769206009703968,0.156498450303017,-4.91510304552286,8.87357737824568e-07,3.38712791207224e-05,"CPTP",80772,"DOWN","Less Significant, Downregulated","15",73925989,73952137
"ENSG00000129038",1380.64272295469,-1.0714102133774,0.218016421063581,-4.91435557078949,8.9074961288055e-07,3.39644633607218e-05,"LOXL1",4016,"DOWN","Less Significant, Downregulated","14",24336025,24340022
"ENSG00000121690",61.4863139800012,-0.614711286308817,0.125099520406659,-4.91377812089595,8.93378496927627e-07,3.40283869277508e-05,"DEPDC7",91614,"DOWN","Less Significant, Downregulated","17",76453351,76470117
"ENSG00000121101",283.66758416223,0.20782692309939,0.0422969720617993,4.91351775242298,8.94566286170766e-07,3.40373421430342e-05,"TEX14",56155,"UP","Less Significant, Upregulated","12",5043879,5046788
"ENSG00000166527",1592.05726768665,1.14281587222038,0.232652371967843,4.91211786303362,9.00978630373785e-07,3.41474438187775e-05,"CLEC4D",338339,"UP","Less Significant, Upregulated","2",234952017,235055714
"ENSG00000139540",63.8251202906264,0.494816171682232,0.100723062258012,4.91264026916411,8.9858053348934e-07,3.41474438187775e-05,"SLC39A5",283375,"UP","Less Significant, Upregulated","19",17468769,17506168
"ENSG00000154723",859.592249736371,0.60067148234659,0.122285253695867,4.91205165130136,9.01283013913657e-07,3.41474438187775e-05,"ATP5PF",522,"UP","Less Significant, Upregulated","11",1919703,1938706
"ENSG00000158526",1341.47193088536,-0.392318681081637,0.0798643136795329,-4.9123151881812,9.000720891462e-07,3.41474438187775e-05,"TSR2",90121,"DOWN","Less Significant, Downregulated","19",58544064,58550722
"ENSG00000168264",2565.55083428638,-0.395708429637745,0.0805660155055606,-4.91160481444479,9.03339768666628e-07,3.41891136175014e-05,"IRF2BP2",359948,"DOWN","Less Significant, Downregulated","1",3778559,3796498
"ENSG00000123453",664.311405632854,-0.440713383103084,0.0897886905683293,-4.90833957276279,9.18507189810731e-07,3.46530357735563e-05,"SARDH",1757,"DOWN","Less Significant, Downregulated","1",27935000,27959157
"ENSG00000131467",5754.87679457416,-0.336001849559985,0.06846866659065,-4.90738123423406,9.23005127612782e-07,3.47127654729994e-05,"PSME3",10197,"DOWN","Less Significant, Downregulated","19",9140397,9163424
"ENSG00000130768",17.5466250275029,1.00158460373226,0.204277981259288,4.90304729642377,9.43612529224938e-07,3.53355879704953e-05,"SMPDL3B",27293,"UP","Less Significant, Upregulated","19",10092338,10102796
"ENSG00000110079",882.348442392586,0.797879218722344,0.162724892477682,4.90324010404108,9.42686409926175e-07,3.53355879704953e-05,"MS4A4A",51338,"UP","Less Significant, Upregulated","17",42824385,42843760
"ENSG00000136875",1238.18732937837,-0.318298473092103,0.0649482778714359,-4.90079927480402,9.54475378613321e-07,3.55965514896626e-05,"PRPF4",9128,"DOWN","Less Significant, Downregulated","3",10816201,10940714
"ENSG00000153976",559.187047873461,-0.749281690889765,0.152888150828292,-4.90084867159705,9.54235395897521e-07,3.55965514896626e-05,"HS3ST3A1",9955,"DOWN","Less Significant, Downregulated","8",99960936,100131268
"ENSG00000107742",16725.5633832829,-0.612415099392276,0.125033348224005,-4.8980140745739,9.68101021523328e-07,3.60294930176932e-05,"SPOCK2",9806,"DOWN","Less Significant, Downregulated","20",2835314,2841190
"ENSG00000068784",1951.83375421469,0.574412018133112,0.117319417299781,4.89613766718038,9.77386070985997e-07,3.62782619036312e-05,"SRBD1",55133,"UP","Less Significant, Upregulated","1",203212827,203273641
"ENSG00000170209",337.388115260466,-0.881548760172011,0.18004247708539,-4.89633765566285,9.76392398757504e-07,3.62782619036312e-05,"ANKK1",255239,"DOWN","Less Significant, Downregulated","1",22710839,22921500
"ENSG00000167779",51.6234315618892,-0.55188321269616,0.112720137726957,-4.89604806936089,9.77831566647919e-07,3.62782619036312e-05,"IGFBP6",3489,"DOWN","Less Significant, Downregulated","11",63552770,63563379
"ENSG00000111652",2006.46511817696,-0.255695875306753,0.052254410124474,-4.89328794828353,9.91651521919351e-07,3.66767345498287e-05,"COPS7A",50813,"DOWN","Less Significant, Downregulated","3",4979437,4985323
"ENSG00000135457",2301.82626856079,-0.298128695538989,0.0609341758194176,-4.89263523351022,9.94947055225821e-07,3.67071136467985e-05,"TFCP2",7024,"DOWN","Less Significant, Downregulated","18",26454910,26657401
"ENSG00000105556",1761.69087985903,-0.528185368239112,0.107958480487361,-4.89248612850706,9.95701358867581e-07,3.67071136467985e-05,"MIER2",54531,"DOWN","Less Significant, Downregulated","11",47331406,47352702
"ENSG00000182551",1947.02045014902,-0.404821490418262,0.0827609693510136,-4.89145419142319,1.00093690886169e-06,3.67916397940438e-05,"ADI1",55256,"DOWN","Less Significant, Downregulated","11",61680391,61747001
"ENSG00000144130",288.759945684335,0.841887836722452,0.172140049244441,4.89071451075841,1.00470598510505e-06,3.68922255250083e-05,"NT5DC4",284958,"UP","Less Significant, Upregulated","11",59852800,59866489
"ENSG00000020577",1020.25905034668,0.588767575447336,0.120414335640383,4.88951396290294,1.01085252900011e-06,3.70798143286613e-05,"SAMD4A",23034,"UP","Less Significant, Upregulated","9",83659968,83707958
"ENSG00000170537",337.357648882233,0.22167756245527,0.0453727155453376,4.88570189795591,1.03061033090698e-06,3.76884809648357e-05,"TMC7",79905,"UP","Less Significant, Upregulated","11",33858576,33892076
"ENSG00000185792",83.1891008330908,0.373837466906268,0.0766005333669929,4.88035070350247,1.05897355366313e-06,3.86465854190769e-05,"NLRP9",338321,"UP","Less Significant, Upregulated","12",51093656,51173135
"ENSG00000185758",4.13105695513972,-1.08446415337416,0.222288705290094,-4.87862913214099,1.06825714573909e-06,3.89059034688748e-05,"CLDN24",100132463,"DOWN","Less Significant, Downregulated","1",229626247,229660200
"ENSG00000093009",268.370395208483,0.678696317781054,0.139152510163319,4.87735590960227,1.07517334477781e-06,3.9117915745643e-05,"CDC45",8318,"UP","Less Significant, Upregulated","13",75620434,75859870
"ENSG00000270647",6192.47973780438,-0.359628269321573,0.0737459491656582,-4.87658337020962,1.07939079637979e-06,3.91915389970093e-05,"TAF15",8148,"DOWN","Less Significant, Downregulated","13",80335976,80341126
"ENSG00000164746",76.1781452314156,-0.290648644211265,0.0596138899250967,-4.87551885267775,1.08522830870752e-06,3.93634893538094e-05,"C7orf57",136288,"DOWN","Less Significant, Downregulated","17",63550477,63594279
"ENSG00000136944",1671.72215339711,-1.05032871084893,0.215465343920414,-4.8746990663932,1.08974447991944e-06,3.94872117429631e-05,"LMX1B",4010,"DOWN","Less Significant, Downregulated","9",129812942,129824244
"ENSG00000008323",319.146667872488,0.566910969255321,0.116307099782026,4.87425935577261,1.0921742755475e-06,3.95212098893902e-05,"PLEKHG6",55200,"UP","Less Significant, Upregulated","9",113275343,113292905
"ENSG00000095596",2.44703748024824,2.82508199478487,0.579690331591151,4.87343300522281,1.09675471688829e-06,3.96206800050404e-05,"CYP26A1",1592,"UP","Less Significant, Upregulated","9",114587769,114598879
"ENSG00000133063",723.747005787859,1.12964706574187,0.231817676652818,4.87299796138362,1.09917357684797e-06,3.96679530844689e-05,"CHIT1",1118,"UP","Less Significant, Upregulated","9",97983341,98015943
"ENSG00000260001",455.2534170863,-1.22272412592676,0.251033372021995,-4.87076326178507,1.11167972531177e-06,4.00788024479706e-05,"TGFBR3L",100507588,"DOWN","Less Significant, Downregulated","9",126614443,126701032
"ENSG00000169607",62.7031914093882,0.615778205865941,0.126468853884814,4.86901072438582,1.1215832144164e-06,4.03544059261523e-05,"CKAP2L",150468,"UP","Less Significant, Upregulated","6",41546426,41602384
"ENSG00000170604",885.987674365658,-0.559952409580885,0.115027718984077,-4.86797803630619,1.12745857031736e-06,4.0521199937926e-05,"IRF2BP1",26145,"DOWN","Less Significant, Downregulated","15",41387353,41402519
"ENSG00000188610",288.100620641494,0.669894297372488,0.137659399229618,4.86631716483881,1.13697006824767e-06,4.07848058216393e-05,"FAM72B",653820,"UP","Less Significant, Upregulated","10",92593130,92655395
"ENSG00000198218",4651.45362740031,-0.329574270852291,0.0677327373377738,-4.86580468775017,1.1399204828694e-06,4.08496278956447e-05,"QRICH1",54870,"DOWN","Less Significant, Downregulated","10",121989163,122254545
"ENSG00000105088",789.407039947333,-0.417617099174136,0.0858317556317118,-4.86553136540808,1.14149705533238e-06,4.08651370670494e-05,"OLFM2",93145,"DOWN","Less Significant, Downregulated","10",68560337,68694487
"ENSG00000164066",202.754143504643,-0.513698186820894,0.105631414979971,-4.86311943202025,1.15550076915586e-06,4.12818489313097e-05,"INTU",27152,"DOWN","Less Significant, Downregulated","4",121824329,121870487
"ENSG00000182473",5564.17567917165,0.230624199659619,0.0474249406653245,4.86293069478195,1.15660352609273e-06,4.12818489313097e-05,"EXOC7",23265,"UP","Less Significant, Upregulated","4",122152333,122362758
"ENSG00000145832",503.012391227532,-0.351988029780746,0.0723980212046804,-4.86184599970794,1.16296085944601e-06,4.14230012209691e-05,"SLC25A48",153328,"DOWN","Less Significant, Downregulated","4",78551747,78610451
"ENSG00000041353",243.93639594164,0.266125313989338,0.0547417207258001,4.86147147844242,1.16516370464291e-06,4.14230012209691e-05,"RAB27B",5874,"UP","Less Significant, Upregulated","12",11649854,11895402
"ENSG00000091542",4105.12255267644,-0.34645874175503,0.0712725890236448,-4.86103769346855,1.16772014291163e-06,4.14714764075017e-05,"ALKBH5",54890,"DOWN","Less Significant, Downregulated","12",31647160,31673114
"ENSG00000168961",19094.1556701317,0.82906437669493,0.170566102503767,4.86066319464983,1.16993152829065e-06,4.15087523761355e-05,"LGALS9",3965,"UP","Less Significant, Upregulated","12",56230049,56237846
"ENSG00000274600",307.39672136611,-0.510634782189449,0.105104692836691,-4.85834426996385,1.18371457849254e-06,4.19561056154578e-05,"RIMBP3B",440804,"DOWN","Less Significant, Downregulated","12",56118250,56144671
"ENSG00000077235",6551.4249261452,-0.574063174176673,0.118228278183908,-4.85554879927881,1.20053783484262e-06,4.24261283513917e-05,"GTF3C1",2975,"DOWN","Less Significant, Downregulated","14",22883222,22887678
"ENSG00000152422",705.92805459683,0.371727805375335,0.0765710102130429,4.85468069888433,1.20580874151333e-06,4.25702912221226e-05,"XRCC4",7518,"UP","Less Significant, Upregulated","14",96392128,96489427
"ENSG00000171428",475.122340344217,0.534417555065947,0.11009170707219,4.85429438127902,1.20816152542688e-06,4.26112487467439e-05,"NAT1",9,"UP","Less Significant, Upregulated","15",50241947,50265965
"ENSG00000118898",1442.55285558495,0.806893076550581,0.166260470712622,4.85318652769412,1.21493318772197e-06,4.27656482078133e-05,"PPL",5493,"UP","Less Significant, Upregulated","15",40035690,40039181
"ENSG00000143195",339.669418441423,-0.802670700193225,0.165437844145917,-4.85179617962904,1.22348325348908e-06,4.29819170901257e-05,"ILDR2",387597,"DOWN","Less Significant, Downregulated","15",73994673,74047827
"ENSG00000179057",58.6541330526061,-0.504495994343565,0.104151508093914,-4.84386643627531,1.27336547390785e-06,4.43419119413057e-05,"IGSF22",283284,"DOWN","Less Significant, Downregulated","15",84669538,84716460
"ENSG00000185236",5470.17586553889,-0.389186981329192,0.0803798823333917,-4.84184562145738,1.2863869053555e-06,4.46955177517587e-05,"RAB11B",9230,"DOWN","Less Significant, Downregulated","17",39210541,39225945
"ENSG00000113520",81.2454054707165,-0.860997935935119,0.178109641066585,-4.83408944501348,1.33756440253629e-06,4.62618596067925e-05,"IL4",3565,"DOWN","Less Significant, Downregulated","19",51311848,51330354
"ENSG00000167889",3136.7213083989,-1.13355931658145,0.234575044226947,-4.83239519496692,1.34900131900672e-06,4.66123008950406e-05,"MGAT5B",146664,"DOWN","Less Significant, Downregulated","1",9035106,9088478
"ENSG00000160716",81.6956844821782,0.595223876065823,0.12317866719336,4.83219935422316,1.35032937642148e-06,4.66131091408568e-05,"CHRNB2",1141,"UP","Less Significant, Upregulated","1",165662216,165698863
"ENSG00000010319",112.173832505706,0.669691636731877,0.138594962949783,4.83200559730677,1.35164454013944e-06,4.6613471168052e-05,"SEMA3G",56920,"UP","Less Significant, Upregulated","1",169132531,169367948
"ENSG00000266028",8423.75214251315,0.739472296753919,0.153140118298389,4.82873008699834,1.37406504912907e-06,4.72986314583233e-05,"SRGAP2",23380,"UP","Less Significant, Upregulated","1",166895711,166975540
"ENSG00000186185",138.836396198778,0.773126371303683,0.160190655712283,4.82628882356464,1.39100740379148e-06,4.78324470862966e-05,"KIF18B",146909,"UP","Less Significant, Upregulated","1",155078837,155087538
"ENSG00000128342",95.147432163736,0.863184177858782,0.178858253805595,4.82607964403474,1.39246841633112e-06,4.7836645748729e-05,"LIF",3976,"UP","Less Significant, Upregulated","1",204154819,204190324
"ENSG00000263513",281.390632977897,0.65883821556088,0.136534516804447,4.82543338476459,1.39699153676127e-06,4.79459304758949e-05,"FAM72C",554282,"UP","Less Significant, Upregulated","1",204131062,204152044
"ENSG00000188312",396.151942770412,0.225338300653058,0.0467426641246137,4.82082707250739,1.42964248437815e-06,4.88548509556264e-05,"CENPP",401541,"UP","Less Significant, Upregulated","2",112721486,112742879
"ENSG00000151364",7.5883103613271,2.05310430412782,0.425890417969449,4.82073373220407,1.4303116351205e-06,4.88548509556264e-05,"KCTD14",65987,"UP","Less Significant, Upregulated","2",161424332,161985282
"ENSG00000110811",92.2566750960823,-0.617975274462067,0.128207512088774,-4.82011751412947,1.43473682683141e-06,4.89591951757712e-05,"P3H3",10536,"DOWN","Less Significant, Downregulated","4",121816444,121823933
"ENSG00000171530",15170.2252574272,-0.619072386532469,0.12847734291422,-4.8185335444383,1.44617214223116e-06,4.92084174263191e-05,"TBCA",6902,"DOWN","Less Significant, Downregulated","5",64690442,64718190
"ENSG00000121621",134.740054026938,0.445793941262163,0.0925322645925889,4.81771351025454,1.45212667901253e-06,4.93427916656678e-05,"KIF18A",81930,"UP","Less Significant, Upregulated","5",135579202,135889770
"ENSG00000182544",1761.16089205937,-0.379539243194966,0.078784754362733,-4.8174198963359,1.45426443192869e-06,4.93427916656678e-05,"MFSD5",84975,"DOWN","Less Significant, Downregulated","5",140698680,140706686
"ENSG00000119596",2449.42363010828,-0.366091708529128,0.0759926311739622,-4.81746325760286,1.45394853559256e-06,4.93427916656678e-05,"YLPM1",56252,"DOWN","Less Significant, Downregulated","6",39792298,39904877
"ENSG00000167987",2090.92735986727,-0.476603905461282,0.0989438101963068,-4.8169148177707,1.45794890484785e-06,4.94208714159431e-05,"VPS37C",55048,"DOWN","Less Significant, Downregulated","6",83512534,83525704
"ENSG00000172296",599.017488656585,-0.609928733734038,0.126654668836113,-4.81568298538815,1.46697261754641e-06,4.96796186537424e-05,"SPTLC3",55304,"DOWN","Less Significant, Downregulated","7",100733595,100797797
"ENSG00000204140",36.7455258029783,0.479344973552601,0.0995693922711798,4.81417996654125,1.47805563950977e-06,4.99602383050189e-05,"CLPSL1",340204,"UP","Less Significant, Upregulated","7",140404043,140426250
"ENSG00000133216",996.050794900753,0.614490100678707,0.127648618591266,4.81391892415475,1.47998871210001e-06,4.99676469659039e-05,"EPHB2",2048,"UP","Less Significant, Upregulated","X",131058346,131089885
"ENSG00000100596",9451.72697450323,0.732141404114676,0.152093053879047,4.81377278870944,1.48107193620948e-06,4.99676469659039e-05,"SPTLC2",9517,"UP","Less Significant, Upregulated","8",22620418,22669148
"ENSG00000130595",1004.15547887918,0.892555322072462,0.185448865521715,4.81294571180836,1.48721699678633e-06,4.99964043775035e-05,"TNNT3",7140,"UP","Less Significant, Upregulated","9",128149071,128153453
"ENSG00000139083",9397.36430887149,0.398238389722688,0.0827343738463042,4.81345746886894,1.48341183155566e-06,4.99964043775035e-05,"ETV6",2120,"UP","Less Significant, Upregulated","11",57299638,57324952
"ENSG00000173762",5395.3137071799,-0.722480397785674,0.150113170994811,-4.81290477709413,1.48752177153175e-06,4.99964043775035e-05,"CD7",924,"DOWN","Less Significant, Downregulated","11",125442881,125592568
"ENSG00000198899",92789.6618386786,-0.858364346612309,0.178342495321614,-4.81301074690235,1.48673290887612e-06,4.99964043775035e-05,"MT-ATP6",4508,"DOWN","Less Significant, Downregulated","10",22534854,22714578
"ENSG00000275793",311.782140338427,-0.50767001107039,0.105523988898953,-4.81094409306797,1.50219035129047e-06,5.03473328995366e-05,"RIMBP3",85376,"DOWN","Less Significant, Downregulated","10",274190,689668
"ENSG00000140287",845.534222997385,-1.2088504232188,0.251313996704427,-4.81011976678935,1.50839886947305e-06,5.05080363716337e-05,"HDC",3067,"DOWN","Less Significant, Downregulated","11",78015715,78046191
"ENSG00000185442",995.768774255036,0.465246994410716,0.0968052332159127,4.80601078015108,1.53971600365755e-06,5.13641208017526e-05,"FAM174B",400451,"UP","Less Significant, Upregulated","5",83077498,83353787
"ENSG00000184221",886.087445517881,-0.85221718890781,0.177358663400262,-4.80504968051396,1.54713083673305e-06,5.15633307227598e-05,"OLIG1",116448,"DOWN","Less Significant, Downregulated","1",181033425,181061938
"ENSG00000128274",333.982039668619,-0.876199893123639,0.182455768601639,-4.80225919870296,1.56885429391877e-06,5.20929611646189e-05,"A4GALT",53947,"DOWN","Less Significant, Downregulated","1",244840638,244864560
"ENSG00000188596",3262.09686871047,-0.976214143722804,0.203333719154857,-4.80104405595084,1.57840536161145e-06,5.23128634134079e-05,"CFAP54",144535,"DOWN","Less Significant, Downregulated","2",229922302,230013119
"ENSG00000075618",727.071083560262,-0.861603651493518,0.179622896471828,-4.79673620912048,1.61271756898333e-06,5.33017329367591e-05,"FSCN1",6624,"DOWN","Less Significant, Downregulated","17",13494032,13601929
"ENSG00000116350",6522.57676221364,-0.239109988158189,0.0498616006027025,-4.79547357621788,1.62290962650025e-06,5.35395338278864e-05,"SRSF4",6429,"DOWN","Less Significant, Downregulated","15",100919327,101078257
"ENSG00000119042",522.520901067725,-0.619440841761582,0.129193126344176,-4.7946888452205,1.62927519511416e-06,5.36999484972682e-05,"SATB2",23314,"DOWN","Less Significant, Downregulated","21",25716503,25735673
"ENSG00000130304",526.558151135702,-0.645281030761369,0.134609440431971,-4.79372790415456,1.63710283373528e-06,5.39082120218379e-05,"SLC27A1",376497,"DOWN","Less Significant, Downregulated","3",13816258,13880071
"ENSG00000160094",1774.3989448545,-0.281655492948165,0.058770767542146,-4.79244196949076,1.6476343776113e-06,5.41551803526186e-05,"ZNF362",149076,"DOWN","Less Significant, Downregulated","21",14485228,14658821
"ENSG00000116977",682.50621894057,0.418509485528059,0.0873310008154199,4.79222133744474,1.64944784191569e-06,5.41649563382021e-05,"LGALS8",3964,"UP","Less Significant, Upregulated","1",112709994,112715477
"ENSG00000163221",8868.36072080909,1.19178599459278,0.248853666173947,4.78910362429512,1.67527959205162e-06,5.48626753684567e-05,"S100A12",6283,"UP","Less Significant, Upregulated","2",202034587,202038445
"ENSG00000104671",181.000229833688,0.535977292529249,0.111918312772906,4.78900440195882,1.67610804761241e-06,5.48626753684567e-05,"DCTN6",10671,"UP","Less Significant, Upregulated","14",75522455,75547004
"ENSG00000134504",1292.80433923929,-0.595892374412862,0.1244315492054,-4.78891710517255,1.67683725655941e-06,5.48626753684567e-05,"KCTD1",284252,"DOWN","Less Significant, Downregulated","14",103912288,103928269
"ENSG00000044115",9180.88061601492,-0.606124938855286,0.126630098720087,-4.78657874377172,1.69648395947753e-06,5.53029004600487e-05,"CTNNA1",1495,"DOWN","Less Significant, Downregulated","11",57551656,57568284
"ENSG00000184185",358.173993564277,-0.83269856903168,0.174023731086193,-4.78497135898809,1.71011716831244e-06,5.56965051863873e-05,"KCNJ12",3768,"DOWN","Less Significant, Downregulated","3",9731729,9748015
"ENSG00000154764",330.827323613186,-0.43774905458719,0.0915034815604311,-4.78396064414326,1.71874351013714e-06,5.59264737069032e-05,"WNT7A",7476,"DOWN","Less Significant, Downregulated","16",20933111,21159441
"ENSG00000051341",282.91184441854,0.40043141331365,0.083727605202117,4.78254946319097,1.73085777261011e-06,5.62694144675286e-05,"POLQ",10721,"UP","Less Significant, Upregulated","X",54440404,54448032
"ENSG00000163701",120.664647839826,-0.589838258242467,0.12334544624812,-4.78200271014429,1.73557338668454e-06,5.63324178479121e-05,"IL17RE",132014,"DOWN","Less Significant, Downregulated","16",88570381,88631966
"ENSG00000172232",621.933484568703,1.79024414277353,0.374468768617792,4.78075688229363,1.74636451657786e-06,5.66189759058927e-05,"AZU1",566,"UP","Less Significant, Upregulated","1",205657851,205680509
"ENSG00000146007",4962.69981254994,0.409113070219626,0.0856220793717989,4.77812584348862,1.76936636056304e-06,5.73127119947383e-05,"ZMAT2",153527,"UP","Less Significant, Upregulated","1",22643633,22648110
"ENSG00000105568",5754.30549292266,-0.41591698077778,0.087078668404581,-4.77633602348357,1.78517994714992e-06,5.77725626374751e-05,"PPP2R1A",5518,"DOWN","Less Significant, Downregulated","2",74557883,74648338
"ENSG00000113721",489.596982142666,0.809786888674474,0.169660599531107,4.77298141650149,1.81518545918555e-06,5.8637383441032e-05,"PDGFRB",5159,"UP","Less Significant, Upregulated","16",56361452,56425545
"ENSG00000246523",87.1081868107388,0.277910947822074,0.0582799862829378,4.76854861414812,1.85557898721762e-06,5.96724806978499e-05,"FZD4-DT",100506368,"UP","Less Significant, Upregulated","1",33256492,33300719
"ENSG00000173369",417.102949858189,1.24670747046827,0.261479050454013,4.76790575881156,1.86150818407466e-06,5.98093205041541e-05,"C1QB",713,"UP","Less Significant, Upregulated","1",154567778,154580013
"ENSG00000163121",62.1802678034395,0.821574628178683,0.17241201361751,4.76518202496791,1.88683235363212e-06,6.04056866761365e-05,"NEURL3",93082,"UP","Less Significant, Upregulated","3",46979683,47009704
"ENSG00000285043",259.776874958498,-0.951931247088327,0.199914881835817,-4.76168276391808,1.91985316469835e-06,6.14078011354903e-05,"",112694756,"DOWN","Less Significant, Downregulated","3",184174689,184184091
"ENSG00000127252",269.048906088345,-0.99998419666295,0.210074844610784,-4.76013298267896,1.9346544388662e-06,6.17706289471061e-05,"PLAAT1",57110,"DOWN","Less Significant, Downregulated","19",49948985,49961172
"ENSG00000130726",8217.75891247379,-0.481656958979386,0.101213950614601,-4.75880010665154,1.94747177893979e-06,6.20689310597331e-05,"TRIM28",10155,"DOWN","Less Significant, Downregulated","17",44708608,44752264
"ENSG00000163683",327.448575100638,0.294381070379437,0.0618844381740922,4.75694825815966,1.9654151949992e-06,6.25849858172293e-05,"SMIM14",201895,"UP","Less Significant, Upregulated","17",4630902,4642294
"ENSG00000144290",1154.47626486582,-0.529977609810554,0.111512505520512,-4.75262937853251,2.00788204061973e-06,6.35971715844519e-05,"SLC4A10",57282,"DOWN","Less Significant, Downregulated","1",12567910,12618210
"ENSG00000183760",99.9294178375443,0.257614527909468,0.0542027661114523,4.75279301022679,2.0062571341816e-06,6.35971715844519e-05,"ACP7",390928,"UP","Less Significant, Upregulated","1",19682213,19799945
"ENSG00000162542",3584.43786218953,-0.498076572217498,0.104827761393704,-4.75138041293147,2.02032632004088e-06,6.39346490366877e-05,"TMCO4",255104,"DOWN","Less Significant, Downregulated","1",20482391,20486210
"ENSG00000120438",3954.86464806319,-0.35653755644054,0.0750562978860256,-4.75026835165716,2.0314688516006e-06,6.42303709114924e-05,"TCP1",6950,"DOWN","Less Significant, Downregulated","1",89106132,89150456
"ENSG00000114923",126.151187027082,-0.463892147736493,0.0976685051775121,-4.74965954371239,2.03759391044442e-06,6.43670691709622e-05,"SLC4A3",6508,"DOWN","Less Significant, Downregulated","1",247297412,247331846
"ENSG00000227051",192.521703789454,-0.500682978859258,0.105419536464618,-4.74943255918512,2.03988207954534e-06,6.43824266236712e-05,"C14orf132",56967,"DOWN","Less Significant, Downregulated","2",222424543,222562621
"ENSG00000078487",1514.79494638524,0.335583908232618,0.0706800696024217,4.74792837811693,2.05510780938846e-06,6.47485818464119e-05,"ZCWPW1",55063,"UP","Less Significant, Upregulated","2",96497646,96508109
